"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:62kxmzRvbB99isOPA3Jsea","Sexcrime (Nineteen Eighty-Four)","spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart","spotify:album:1moeActSxQQhEdAVIClRBm","Greatest Hits","spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart","1991-03-01","https://i.scdn.co/image/ab67616d0000b273a27a49c3ac1c50a02dd50820","1","12","233306","https://p.scdn.co/mp3-preview/5dad818780c6c308cb3e2fffcffd09b7cdbf9a2d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","GBAAA8400008","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,new wave pop,rock keyboard","0.673","0.701","2","-12.632","1","0.0491","0.0303","0.00000365","0.163","0.558","119.091","4","","RCA Records Label","P (P) 1991 SONY BMG MUSIC ENTERTAINMENT (UK) Limited"
"spotify:track:2SWmfd8iv4CiBOztWJebux","I Can't Stand the Rain","spotify:artist:3R6f1aBWwde7ZqGv7hf4dY","Eruption","spotify:album:26BHqKni1MTqwIcdSUFLRm","4 Hits: Eruption","spotify:artist:3R6f1aBWwde7ZqGv7hf4dY","Eruption","2011-07-15","https://i.scdn.co/image/ab67616d0000b27316460173acaa68e9bc62fd98","1","2","185733","https://p.scdn.co/mp3-preview/5df8644045eb11263a6c7e99af63155aafee3507?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","DED167700034","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.708","0.693","11","-9.557","1","0.0917","0.211","0.000515","0.162","0.892","108.319","4","","MCI","P (P) 2011 Sony Music Entertainment Germany GmbH"
"spotify:track:6DcDdDevI94Dh4vc5anXBE","Wild Wild Love (feat. G.R.L.)","spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:3Yl4nkmEa8BSuGWbwhdLDq","Pitbull, G.R.L.","spotify:album:5guseY8dOt96Ji3n9TVSwA","Wild Wild Love (feat. G.R.L.)","spotify:artist:0TnOYISbd1XYRBk9myaseg","Pitbull","2014-02-25","https://i.scdn.co/image/ab67616d0000b2732bd43fc62791bf472a8bfb5d","1","1","202197","https://p.scdn.co/mp3-preview/7ad7b4082aaa6e4b57acc8dd1c3296fce79c0e45?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USRC11400456","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,miami hip hop,pop,girl group,post-teen pop,talent show","0.645","0.732","2","-5.874","1","0.0482","0.0136","0","0.513","0.336","120.06","4","","Mr.305/Polo Grounds Music/RCA Records","P (P) 2014 RCA Records, a division of Sony Music Entertainment"
"spotify:track:210g0ApTMDQvGFTWSnioAA","Easy","spotify:artist:6twIAGnYuIT1pncMAsXnEm","Commodores","spotify:album:4mDGyVthoID64WAcff0HxR","The Commodores: The Definitive Collection","spotify:artist:6twIAGnYuIT1pncMAsXnEm","Commodores","2009-01-01","https://i.scdn.co/image/ab67616d0000b2732a177dddad63ff1c7c1e3c6d","1","7","256545","https://p.scdn.co/mp3-preview/10044c94985e802666a02616d3ef63117dd105fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USMO17700543","spotify:user:bradnumber1","2021-08-08T09:26:31Z","adult standards,disco,funk,mellow gold,motown,quiet storm,soft rock,soul","0.568","0.575","10","-7.769","0","0.029","0.126","0.0001","0.114","0.333","133.093","4","","UNI/MOTOWN","C © 2009 Motown Records, a Division of UMG Recordings, Inc., P ℗ 2009 Motown Records, a Division of UMG Recordings, Inc."
"spotify:track:6yraFyhgbavO2amB2lhpfi","Waiting All Night (feat. Ella Eyre)","spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:66TrUkUZ3RM29dqeDQRgyA","Rudimental, Ella Eyre","spotify:album:2AOpbitJNMvKhSbsi2YD4F","Home","spotify:artist:4WN5naL3ofxrVBgFpguzKo","Rudimental","2013-04-26","https://i.scdn.co/image/ab67616d0000b2731468dc3911c9abea1dcf9676","1","11","292586","https://p.scdn.co/mp3-preview/7e490be7ba1c9e03b867e12f8cb51bb767c45dcc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBAHS1200493","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop dance,uk dance,uk funky,dance pop,talent show,uk dance,uk pop","0.543","0.729","6","-5.357","0","0.0498","0.00265","0.01","0.427","0.282","174.982","4","","Asylum","C © 2013 Warner Music UK Limited., P ℗ 2013 Warner Music UK Limited except tracks 2 & 5 (p) 2013 Black Butter Records under exclusive licence to Warner Music UK Limited"
"spotify:track:5CR95JVlItpP3WaAIJUskm","Just A Kiss","spotify:artist:32WkQRZEVKSzVAAYqukAEA","Lady A","spotify:album:7MMV5o5BBYxMK4ycvhVnul","Own The Night","spotify:artist:32WkQRZEVKSzVAAYqukAEA","Lady A","2011-01-01","https://i.scdn.co/image/ab67616d0000b273e539e2698052c39ba7f6132d","1","2","214440","https://p.scdn.co/mp3-preview/9f10af291d8df8e5674ef44ab54606fe075d3086?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USCN11100172","spotify:user:bradnumber1","2021-08-08T09:26:31Z","contemporary country,country,country dawn,country pop,country road","0.564","0.623","1","-7.248","1","0.0318","0.399","0","0.0914","0.307","145.047","4","","Capitol Nashville","C © 2011 Capitol Records Nashville, P ℗ 2011 Capitol Records Nashville"
"spotify:track:5ecZWU5uQOiCVSnPxBZNmT","7 Things - Single Version","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:0Yu3czJNOQ68fZgkvpjuHL","Breakout","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2008-01-01","https://i.scdn.co/image/ab67616d0000b273e345458751c029f411db3d5b","1","2","213453","https://p.scdn.co/mp3-preview/c72ced8af5595168702ef098027459ce210fb4b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USHR10823877","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop","0.59","0.903","1","-4.478","0","0.0363","0.0232","0","0.0786","0.542","107.023","4","","Hollywood Records","C © 2008 Hollywood Records, Inc., P ℗ 2008 Hollywood Records, Inc."
"spotify:track:78RIER8V6EhrqVPOBi2GYa","Here Comes the Rain Again - Remastered Version","spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart","spotify:album:4pGwe5BW8GVtIP8ruoa1jB","Touch (Reissue - Deluxe Edition)","spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart","1983-11-14","https://i.scdn.co/image/ab67616d0000b273a29ca418b2a64e80002a86e3","1","1","294586","https://p.scdn.co/mp3-preview/47181a1bad1b058e3cb6382cd2a036f66d606b80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBARL0300600","spotify:user:bradnumber1","2022-01-12T23:05:36Z","dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop,new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop,new wave pop,rock keyboard","0.648","0.755","0","-7.901","1","0.03","0.0139","0.000253","0.225","0.607","126.341","4","","RCA Records Label","P (P) 2005 Sony Music Entertainment Germany GmbH"
"spotify:track:5p9XWUdvbUzmPCukOmwoU3","Suddenly I See","spotify:artist:5zzrJD2jXrE9dZ1AklRFcL","KT Tunstall","spotify:album:3j70PDKieTWQAwas3bPHRZ","Eye To The Telescope","spotify:artist:5zzrJD2jXrE9dZ1AklRFcL","KT Tunstall","2005-01-01","https://i.scdn.co/image/ab67616d0000b273183730e8038fa632b2c227da","1","9","201706","https://p.scdn.co/mp3-preview/45ba3b5723cc57375698956fda70e267199e24d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","GBGLM0400069","spotify:user:bradnumber1","2021-08-08T09:26:31Z","ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter","0.587","0.767","0","-5.713","1","0.0449","0.225","0","0.112","0.664","100.38","4","","Relentless/Virgin","C © 2005 Universal Music Operations Limited, P ℗ 2005 Universal Music Operations Limited"
"spotify:track:0FsKQ04gn6CHHOq2ISEm0H","Say So","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","spotify:album:3n5Coa56i6foIGITrYGX7o","Hot Pink","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","2019-11-07","https://i.scdn.co/image/ab67616d0000b2736274ace7cd4e262c13f6f93c","1","5","237893","https://p.scdn.co/mp3-preview/0f1582e554885f388a797bcf7727ab101a1c2ef1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USRC11903455","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,pop","0.804","0.672","11","-4.614","0","0.122","0.256","0.0000102","0.0906","0.778","111.023","4","","Kemosabe Records/RCA Records","P (P) 2019 Kemosabe Records/RCA Records"
"spotify:track:0upLyFR8Rr52ZpMp5esQoq","You Really Got Me - 2015 Remaster","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","spotify:album:7DdEbYFPKTZ8KB4z6L4UnQ","Van Halen (Remastered)","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","1978-02-10","https://i.scdn.co/image/ab67616d0000b27317dd812df38fed44d6d2036e","1","3","156146","https://p.scdn.co/mp3-preview/5ea4566225b76e5899597d8d820ba001db0292be?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USWB11403670","spotify:user:bradnumber1","2021-08-08T09:26:31Z","album rock,classic rock,hard rock,rock","0.454","0.946","1","-5.978","0","0.13","0.0223","0","0.173","0.647","138.18","4","","Rhino/Warner Records","C © 1978 Warner Records Inc., P ℗ 1978 Warner Records Inc. Marketed by Rhino Entertainment Company, a Warner Music Group Company."
"spotify:track:0INUNNYfsp4qr6kJdY46mY","Travelin' Band","spotify:artist:3IYUhFvPQItj6xySrBmZkd","Creedence Clearwater Revival","spotify:album:4GLxEXWI3JiRKp6H7bfTIK","Cosmo's Factory (Expanded Edition)","spotify:artist:3IYUhFvPQItj6xySrBmZkd","Creedence Clearwater Revival","1970-07-25","https://i.scdn.co/image/ab67616d0000b27361834aa14b97a7d9c693134f","1","3","127493","https://p.scdn.co/mp3-preview/c04e3213c1d34fda13e1010aaf83e32e8cb28fa5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USC4R0817628","spotify:user:bradnumber1","2021-08-08T09:26:31Z","album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock","0.513","0.92","6","-6.664","1","0.0511","0.0166","0.0282","0.178","0.963","166.186","4","","Craft Recordings","C © 2008 Concord Music Group, Inc., P ℗ 2008 Concord Music Group, Inc."
"spotify:track:2LA4v20vokK9Uaj7WEEMaf","Losing Grip","spotify:artist:0p4nmQO2msCgU4IF37Wi3j","Avril Lavigne","spotify:album:3zXjR3y2dUWklKmmp6lEhy","Let Go","spotify:artist:0p4nmQO2msCgU4IF37Wi3j","Avril Lavigne","2002-06-04","https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240","1","1","233760","https://p.scdn.co/mp3-preview/c6303dfbc5094cdee8d6f130cae0edc99844162e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USAR10200222","spotify:user:bradnumber1","2024-02-27T01:36:45Z","canadian pop,candy pop,dance pop,pop","0.534","0.888","8","-4.667","0","0.0972","0.00128","0.00000615","0.0772","0.582","158.368","4","","Arista","P (P) 2002 Arista Records, LLC"
"spotify:track:3Zb7q3OoEbRJIl7cIgW1se","Big World","spotify:artist:1rw8ZTLnDHd74TWDDukjVi","Conrad Sewell","spotify:album:5NPUViV7mLNEGSsRBsdhpe","LIFE","spotify:artist:1rw8ZTLnDHd74TWDDukjVi","Conrad Sewell","2019-05-17","https://i.scdn.co/image/ab67616d0000b2735c32a35c0d1b0982b718a833","1","4","235706","https://p.scdn.co/mp3-preview/942d758b89bdb091c2079f6820c428506794e2f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","AUBM01900016","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop","0.629","0.559","5","-5.184","0","0.0761","0.0839","0","0.113","0.457","75.888","3","","Sony Music Entertainment","P (P) 2019 Conrad Sewell under exclusive license to Sony Music Entertainment Australia Pty Ltd"
"spotify:track:3BLewreWlYMr2MbVUBfBS2","Almost With You - 2002 Digital Remaster","spotify:artist:2ZfogSsOWP4mVfEqfpLXCt","The Church","spotify:album:37FcNkuAMrcTjGLyg5MmiJ","The Blurred Crusade","spotify:artist:2ZfogSsOWP4mVfEqfpLXCt","The Church","1982-02-25","https://i.scdn.co/image/ab67616d0000b273bd30df930d82dfe540e2acf2","1","1","254360","https://p.scdn.co/mp3-preview/14f83092c6b11bdc05c97ef58772abf6391fa16e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","AUEM00200043","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian rock,dream pop,new romantic,new wave","0.366","0.816","0","-5.135","1","0.0331","0.000112","0.021","0.136","0.608","152.085","4","","EMI Music Australia","C © 2010 EMI Recorded Music Australia Pty Ltd., P This Compilation ℗ 2010 Sony/ATV Northern Productions Pty Limited"
"spotify:track:0dKTjE2FJQUBYWVYvzLacl","Changed The Way You Kissed Me (Radio Edit)","spotify:artist:6Vh6UDWfu9PUSXSzAaB3CW","Example","spotify:album:6MUCSpXHRLnfUsJS26oNNG","Pump It Vol. 5","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2012-04-06","https://i.scdn.co/image/ab67616d0000b27388e4d5d2393aa009a1a597b2","1","9","192627","https://p.scdn.co/mp3-preview/89a9ffbf2b566d7aee2e4802ed7944ca984bf168?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","GBCEN1101218","spotify:user:bradnumber1","2021-08-08T09:26:31Z","hip house,uk dance","0.576","0.843","4","-3.727","0","0.0403","0.00614","0.00123","0.162","0.233","127.012","4","","LNG Music","P 2012 LNG Music"
"spotify:track:6eyexh0sBYUn6xuAAuhGh9","Forever Until Tomorrow","spotify:artist:2l35CQqtYRh3d8ZIiBep4v","MKTO","spotify:album:6hcPm6dCD58O5UI6xv019r","MKTO","spotify:artist:2l35CQqtYRh3d8ZIiBep4v","MKTO","2014","https://i.scdn.co/image/ab67616d0000b2737b31a5efb42a0cc696369c3a","1","6","226733","https://p.scdn.co/mp3-preview/9b48c43b0aeedd4c6b2b6f792857216a104d9ece?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USSM11305989","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,post-teen pop","0.519","0.819","1","-4.947","1","0.125","0.0993","0","0.0476","0.713","119.998","3","","Columbia/M2V","P (P) 2012, 2013 Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:26gceVsA1ybT8qsX3aYLEn","Thunder","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:57lkUmA6WunanwJRN1RsGD","Evolve","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2017-06-23","https://i.scdn.co/image/ab67616d0000b273ee138477bb382419f3f165c5","1","10","187146","https://p.scdn.co/mp3-preview/ef62eb257ada5dd10002ebb8aa6ba2889a96dde4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM71704167","spotify:user:bradnumber1","2021-08-08T09:26:31Z","modern rock,pop,rock","0.605","0.813","0","-4.785","1","0.0448","0.00702","0.114","0.145","0.238","167.997","4","","Universal Music Group","C © 2018 KIDinaKORNER/Interscope Records, P ℗ 2018 KIDinaKORNER/Interscope Records"
"spotify:track:77kwkHJdqneMyMZfbP3sNJ","Boom Sha La La Lo","spotify:artist:56ly3P0zXm2iYdDqFqE5ml","Hans Poulsen","spotify:album:7fuTry78vKGlCuOGzaJ5si","Lost Hits of the 70s and 80s","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2019-01-15","https://i.scdn.co/image/ab67616d0000b273e5efbf411504d7501ec3593f","1","12","174200","https://p.scdn.co/mp3-preview/f5faa2336f10d5369faf93f16af29ff86a28e181?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","AULB41800631","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.526","0.637","7","-7.453","1","0.0316","0.219","0.0000018","0.199","0.564","123.048","4","","Fanfare Records","C 2018 Ambition Entertainment Pty Ltd, P 2018 Ambition Entertainment Pty Ltd"
"spotify:track:13BRH2RILNifFRNTXbLUka","The Rascal King","spotify:artist:5uYXMC13cIUulobh204QuK","The Mighty Mighty Bosstones","spotify:album:5yBYSnmpRANjb99msqeCee","Let's Face It","spotify:artist:5uYXMC13cIUulobh204QuK","The Mighty Mighty Bosstones","1997-01-01","https://i.scdn.co/image/ab67616d0000b27381703eef6202ecf509d2cf55","1","2","166133","https://p.scdn.co/mp3-preview/62e7aed3676562b1be5f257bb8ff93c5c261dd10?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMR19780100","spotify:user:bradnumber1","2023-06-09T21:01:43Z","boston punk,boston rock,punk,ska,ska punk,skate punk","0.544","0.846","1","-5.52","1","0.0389","0.00846","0.00000277","0.192","0.969","88.187","4","","Island Mercury","C © 1997 The Island Def Jam Music Group Inc., P ℗ 1997 The Island Def Jam Music Group"
"spotify:track:6vKqtvGOPnJPQTfb34KJX3","(The Man Who Shot) Liberty Valance","spotify:artist:3ap1NzHNV9QA1x1V6z3gSe","Gene Pitney","spotify:album:6gJ1d3KgMLwEKeck53FYxc","The Best Of Gene Pitney","spotify:artist:3ap1NzHNV9QA1x1V6z3gSe","Gene Pitney","2019-04-17","https://i.scdn.co/image/ab67616d0000b273fb4c46e199dfc54f5400ba69","1","4","176240","https://p.scdn.co/mp3-preview/4bc96b41c676b9d89537264a3679d21f2d49bafd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USACU0500067","spotify:user:bradnumber1","2021-08-08T09:26:31Z","adult standards,brill building pop,merseybeat,rock-and-roll,rockabilly","0.625","0.435","1","-12.653","0","0.0667","0.591","0","0.113","0.744","88.879","4","","Musicor Records","C 1984 Gusto Records Inc., P 1984 Gusto Records Inc."
"spotify:track:2KP2670rcQA5XRZyQcVhDK","Everybody Dance (feat. Nile Rodgers)","spotify:artist:4Wjf8diP59VmPG7fi4y724, spotify:artist:4bU685oayr3KvaP4qdoYdu, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Cedric Gervais, Franklin, Nile Rodgers","spotify:album:4vcuBBBPLCegTTJWF2p2hb","Everybody Dance (feat. Nile Rodgers)","spotify:artist:4Wjf8diP59VmPG7fi4y724, spotify:artist:4bU685oayr3KvaP4qdoYdu, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Cedric Gervais, Franklin, Nile Rodgers","2020-11-20","https://i.scdn.co/image/ab67616d0000b27354659859cecbdeb33ede1c6c","1","1","168289","https://p.scdn.co/mp3-preview/b2a96db5ed68dace79d6c291a662cfa123528339?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","UK8E21904101","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dutch house,edm,electro house,pop dance,progressive electro house,disco","0.628","0.928","0","-3.698","0","0.0621","0.00862","0.713","0.0651","0.68","123.953","4","","DGTLBEATS","C 2020 DGTLBEATS, P 2020 DGTLBEATS"
"spotify:track:1Awjfqkj1OIXbY2GzPTvml","Mountain","spotify:artist:31Qm8tlnFdAbGPok6Rfhz3","Chocolate Starfish","spotify:album:7xbTUgTUiKi49xBKZ0ukJE","6 Pack Of Hits","spotify:artist:31Qm8tlnFdAbGPok6Rfhz3","Chocolate Starfish","2013-05-14","https://i.scdn.co/image/ab67616d0000b27388a2e86e4744bfaa39b77fb2","1","2","297133","https://p.scdn.co/mp3-preview/3bdad49fe958634d3d25c5ec76e2a40fc1ade016?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUV401105226","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian rock","0.488","0.795","7","-6.356","1","0.0345","0.118","0.0000142","0.632","0.685","151.201","4","","Independent","C 2013 Chocolate Starfish, P 2013 Chocolate Starfish"
"spotify:track:1bOJQnJsFW5LZOgGp4K2mb","If You Could Read My Mind","spotify:artist:1cK2Abwkni7m51wJCSGllN, spotify:artist:6uGKydhYXrVOEXM6QbVzyH, spotify:artist:5hgxMFtaWAhh6LDHdVBZLB","Ultra Naté, Amber, Jocelyn Enriquez","spotify:album:3a5kW3sm7yn7HTXc5lXvCW","If You Could Read My Mind","spotify:artist:1cK2Abwkni7m51wJCSGllN, spotify:artist:6uGKydhYXrVOEXM6QbVzyH, spotify:artist:5hgxMFtaWAhh6LDHdVBZLB","Ultra Naté, Amber, Jocelyn Enriquez","1998-07-16","https://i.scdn.co/image/ab67616d0000b2730cd60e9486d4a69ee9e56629","1","1","206773","https://p.scdn.co/mp3-preview/01db73ed66d5913f342909192c43a645c3f40103?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USTB10300876","spotify:user:bradnumber1","2021-08-08T09:26:31Z","diva house,garage house,vocal house,dutch pop,vocal house,freestyle","0.609","0.88","3","-7.407","1","0.0742","0.0405","0","0.284","0.389","126.981","4","","Tommy Boy Music, LLC","C 1998 Tommy Boy Music, LLC, P 1998 Tommy Boy Music, LLC"
"spotify:track:623FjLu3438Wk5urTsN4sS","One Last Breath","spotify:artist:43sZBwHjahUvgbx1WNIkIz","Creed","spotify:album:72wsQyk1EzDuXa7bRlHv1x","Weathered","spotify:artist:43sZBwHjahUvgbx1WNIkIz","Creed","2001-01-01","https://i.scdn.co/image/ab67616d0000b2731243bd32b70de6cf1c60fe79","1","5","238240","https://p.scdn.co/mp3-preview/20dd8d3794a1715078dd9c7767ad8aa53f9c8260?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USWU30107505","spotify:user:bradnumber1","2021-08-08T09:26:31Z","alternative metal,nu metal,post-grunge,rock","0.39","0.702","2","-5.825","1","0.036","0.00883","0.00207","0.342","0.195","125.686","4","","Universal Music Group","C © 2001 The Bicycle Music Company, P ℗ 2001 The Bicycle Music Company"
"spotify:track:1NlJv9YBuvgbb9pO51vqOY","To Cut a Long Story Short - 2010 Remaster","spotify:artist:2urZrEdsq72kx0UzfYN8Yv","Spandau Ballet","spotify:album:6SeOw1xyjKM6CbEstaGzqd","Journeys to Glory (Special Edition)","spotify:artist:2urZrEdsq72kx0UzfYN8Yv","Spandau Ballet","1981-02-27","https://i.scdn.co/image/ab67616d0000b273442c32e5a9b3c30abe858d89","1","1","199693","https://p.scdn.co/mp3-preview/c03b92da4bdfe11519de30111cec8d8c73fa3869?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","GBAYK1000002","spotify:user:bradnumber1","2021-08-08T09:26:31Z","new romantic,new wave,new wave pop,sophisti-pop,synthpop","0.577","0.893","2","-5.113","1","0.087","0.147","0.802","0.0864","0.86","142.424","4","","Parlophone UK","C © 2010 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2010 Parlophone Records Ltd, a Warner Music Group Company"
"spotify:track:2PIOlWMIzxx3PsacCQ6Jj1","Love Is in the Air - Ballroom Mix","spotify:artist:2wMcQIxzH2LYHJZNxo9FcN","John Paul Young","spotify:album:5Jgq70OfiSQTsNB0h6Mc4b","Strictly Ballroom","spotify:artist:7DKeGG5kGOYH4fT8xD4jqi","Strictly Ballroom (Original Soundtrack)","1992-09-24","https://i.scdn.co/image/ab67616d0000b273467b5c612cdd086ed596ffd2","1","1","253293","https://p.scdn.co/mp3-preview/d665edf496eacc0a3dfc489680f4e8db0a455cfa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AUAP09200003","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian dance,classic uk pop","0.72","0.827","0","-9.534","1","0.0446","0.0185","0.0013","0.0899","0.735","120.958","4","","Columbia","P (P) 1992 J. Albert & Son Pty. Ltd."
"spotify:track:54OR1VDpfkBuOY5zZjhZAY","YMCA - Original Version 1978","spotify:artist:0dCKce6tJJdHvlWnDMwzPW","Village People","spotify:album:3I3YSq7ArvlwK3l49pq4oE","YMCA","spotify:artist:0dCKce6tJJdHvlWnDMwzPW","Village People","1978-01-01","https://i.scdn.co/image/ab67616d0000b273dbf223dbb6abdffa642eb287","1","1","286800","https://p.scdn.co/mp3-preview/142396c7030fbc1c499e193a8f383d78725b430b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","FR6V80878846","spotify:user:bradnumber1","2021-08-08T09:26:31Z","disco,new wave pop,soft rock","0.723","0.969","6","-4.516","1","0.142","0.0643","0","0.115","0.728","126.653","4","","Scorpio Music","C 1978 Can't Stop Productions NYC, P Can't Stop Productions NYC 1978"
"spotify:track:3vsRxFJl2Q1sw4sLH9Okzs","Gone Away","spotify:artist:5LfGQac0EIXyAN8aUwmNAQ","The Offspring","spotify:album:1VjxGLvRuhTF6ebqWXYOrO","Ixnay On The Hombre","spotify:artist:5LfGQac0EIXyAN8aUwmNAQ","The Offspring","1997-02-04","https://i.scdn.co/image/ab67616d0000b27342221bd027b8a0fd1791662b","1","7","268608","https://p.scdn.co/mp3-preview/d764706a543bbb30c826a27a592d36991fe26af4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","NLB390400007","spotify:user:bradnumber1","2021-08-08T09:26:31Z","alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk","0.445","0.951","3","-4.008","1","0.0744","0.00851","0.00801","0.0825","0.316","111.273","4","","Epitaph","C 1997 Epitaph Europe, P 1997 Epitaph Europe"
"spotify:track:2zSdgx103Hs0inwa6VlhEC","I Think I Love You","spotify:artist:0isDnZYMWbwDz7hzw0XRjt, spotify:artist:7u1mqP3ykglpCB2c1p1p5I","David Cassidy, The Partridge Family","spotify:album:5IktHIcBQBjI2Bh6zRx7HX","Could It Be Forever...The Greatest Hits","spotify:artist:0isDnZYMWbwDz7hzw0XRjt","David Cassidy","2006-11-13","https://i.scdn.co/image/ab67616d0000b273f75087b58c47731bda929023","1","4","171226","https://p.scdn.co/mp3-preview/1baa1fda4c47f9778d2fa0ce359f0ee9d51863d9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","USAR19901026","spotify:user:bradnumber1","2021-08-08T09:26:31Z","adult standards,bubblegum pop,bubblegum pop","0.376","0.492","3","-14.129","1","0.0441","0.38","0","0.244","0.796","203.578","4","","Arista","P (P) 2006 SONY BMG MUSIC ENTERTAINMENT (UK) Limited."
